orderid,shopid,userid,event_time
31490900000000,78508758,628377,12/31/19 19:28
31470500000000,84172637,180437,12/31/19 13:47
31228400000000,60785640,44599,12/28/19 18:33
31229700000000,54615708,399560,12/28/19 18:54
31232300000000,96869191,63756,12/28/19 19:37
31239300000000,86285837,403460,12/28/19 21:35
31244500000000,139094697,444345,12/28/19 23:02
31242100000000,2333620,30143,12/28/19 22:22
31215000000000,182859239,957758,12/28/19 14:49
31221600000000,109581233,194505,12/28/19 16:39
31080000000000,122144507,124307,12/27/19 1:19
31078100000000,98758982,112656,12/27/19 0:49
31108800000000,33380999,635738,12/27/19 9:20
31103400000000,147941492,671018,12/27/19 7:50
31120200000000,81087530,348809,12/27/19 12:29
31154700000000,173822220,225475,12/27/19 22:05
31116000000000,119362011,11122,12/27/19 11:19
31119300000000,9684704,623927,12/27/19 12:14
31160400000000,10342387,204545,12/27/19 23:40
31102500000000,804140,322978,12/27/19 7:35
31502700000000,9717435,505650,12/31/19 22:44
31479000000000,147941492,933766,12/31/19 16:10
31488000000000,134391333,227190,12/31/19 18:40
31506900000000,64237119,896721,12/31/19 23:54
31449200000000,19051912,949944,12/31/19 7:53
31504800000000,2445250,282745,12/31/19 23:19
31467400000000,61556313,99401,12/31/19 12:56
31444800000000,110868129,731791,12/31/19 6:39
31201900000000,12568,595851,12/28/19 11:12
31244200000000,61556313,885018,12/28/19 22:56
31216600000000,88696854,831314,12/28/19 15:16
31167800000000,54621801,621106,12/28/19 1:42
31228500000000,29194590,136653,12/28/19 18:35
31211000000000,108170744,97277,12/28/19 13:43
31416400000000,167317329,268342,12/30/19 22:45
31338500000000,134390888,655463,12/30/19 1:09
31381300000000,107921853,548263,12/30/19 13:01
31350400000000,129916468,73479,12/30/19 4:26
31403700000000,147906917,219001,12/30/19 19:14
31390600000000,49174497,530368,12/30/19 15:36
31375300000000,54593630,267022,12/30/19 11:21
31335100000000,98551848,22626,12/30/19 0:10
31109500000000,173377383,302588,12/27/19 9:31
31108800000000,10885840,635738,12/27/19 9:20
31139300000000,25599171,161159,12/27/19 17:49
31076700000000,186720408,93595,12/27/19 0:25
31291900000000,4185198,214058,12/29/19 12:11
31269100000000,131156579,967357,12/29/19 5:51
31310100000000,148045360,21421,12/29/19 17:14
31296100000000,54615708,330263,12/29/19 13:21
31332100000000,38143850,929289,12/29/19 23:22
31331300000000,115725565,214030,12/29/19 23:09
31301700000000,173492497,858908,12/29/19 14:55
31292200000000,54615708,657155,12/29/19 12:16
31291200000000,203640589,101411,12/29/19 11:59
31407500000000,10208,634956,12/30/19 20:18
31348600000000,140734529,538845,12/30/19 3:56
31382300000000,85965597,548263,12/30/19 13:18
31382900000000,84713261,230986,12/30/19 13:28
31385100000000,147941492,320524,12/30/19 14:04
31344400000000,175697852,953703,12/30/19 2:46
31408600000000,10208,634956,12/30/19 20:35
31398700000000,114544353,504260,12/30/19 17:51
31292200000000,22917777,222607,12/29/19 12:17
31284200000000,86572154,725284,12/29/19 10:03
31308300000000,188383142,339218,12/29/19 16:45
31332200000000,18162078,634171,12/29/19 23:23
31302400000000,7595687,468497,12/29/19 15:06
31302700000000,38990760,882898,12/29/19 15:11
31327700000000,174763245,289420,12/29/19 22:08
31305000000000,34682272,905086,12/29/19 15:49
31320200000000,160378877,644565,12/29/19 20:03
31333300000000,153128060,59437,12/29/19 23:41
31312100000000,56418,913764,12/29/19 17:47
31326700000000,182625534,144652,12/29/19 21:51
31328200000000,111640885,444739,12/29/19 22:16
31268900000000,91799978,463193,12/29/19 5:48
31313900000000,54615708,859833,12/29/19 18:17
31291200000000,61556313,864028,12/29/19 11:59
31248200000000,141603963,162243,12/29/19 0:03
31078200000000,116498416,313630,12/27/19 0:49
31078100000000,161771580,579966,12/27/19 0:47
31150200000000,83090913,43897,12/27/19 20:50
31122900000000,57189823,508484,12/27/19 13:14
31121800000000,20041367,508484,12/27/19 12:57
31113300000000,77698078,297840,12/27/19 10:35
31157500000000,101590068,677750,12/27/19 22:51
31090900000000,1026881,463193,12/27/19 4:22
31465400000000,147941492,962913,12/31/19 12:23
31499500000000,104801721,722281,12/31/19 21:51
31486300000000,56664886,543036,12/31/19 18:11
31451900000000,33284373,16673,12/31/19 8:39
31502600000000,83091265,475830,12/31/19 22:43
31491900000000,1337416,642528,12/31/19 19:45
31427400000000,147941492,445278,12/31/19 1:50
31241900000000,40205621,797453,12/28/19 22:17
31216000000000,132042151,704393,12/28/19 15:07
31205900000000,64112888,237572,12/28/19 12:18
31200700000000,84713261,431565,12/28/19 10:51
31203300000000,157976199,16582,12/28/19 11:34
31384700000000,128198272,218494,12/30/19 13:57
31412700000000,43432554,101603,12/30/19 21:44
31388700000000,783093,762943,12/30/19 15:04
31377300000000,64909117,508484,12/30/19 11:55
31365400000000,147906917,19206,12/30/19 8:36
31378300000000,61556313,452681,12/30/19 12:11
31391300000000,189308408,19206,12/30/19 15:47
31103700000000,86800001,36048,12/27/19 7:54
31140600000000,60864487,606474,12/27/19 18:09
31112100000000,72368583,476622,12/27/19 10:14
31130500000000,17816159,347165,12/27/19 15:22
31108000000000,54415227,171065,12/27/19 9:07
31127700000000,105032290,750656,12/27/19 14:35
31120600000000,107921853,935550,12/27/19 12:36
31156000000000,89889319,237597,12/27/19 22:27
31146300000000,45869875,610015,12/27/19 19:45
31458400000000,7595687,747187,12/31/19 10:26
31422900000000,142919265,79712,12/31/19 0:34
31421000000000,49092904,608642,12/31/19 0:03
31482300000000,55140420,320269,12/31/19 17:05
31506900000000,91799978,651222,12/31/19 23:54
31422800000000,17287844,798461,12/31/19 0:33
31214500000000,206134624,318291,12/28/19 14:41
31203200000000,17824459,985235,12/28/19 11:33
31214400000000,34910509,258427,12/28/19 14:40
31170300000000,83767579,374051,12/28/19 2:24
31244500000000,156491018,300121,12/28/19 23:01
31215500000000,80006964,704393,12/28/19 14:58
31332700000000,36453588,18604,12/29/19 23:31
31300600000000,21033357,530957,12/29/19 14:36
31308200000000,147941492,904676,12/29/19 16:42
31328400000000,110871170,726666,12/29/19 22:20
31154400000000,58853230,403867,12/27/19 22:00
31150300000000,54615708,122233,12/27/19 20:51
31152700000000,43412276,136325,12/27/19 21:31
31137200000000,169216836,492771,12/27/19 17:12
31418500000000,78509316,152368,12/30/19 23:21
31406300000000,161964121,296463,12/30/19 19:58
31336700000000,84301799,387056,12/30/19 0:37
31398900000000,11425471,230177,12/30/19 17:54
31362100000000,152569117,702455,12/30/19 7:41
31487300000000,19051912,246642,12/31/19 18:27
31478000000000,108071059,901278,12/31/19 15:52
31468200000000,28051518,325232,12/31/19 13:09
31421800000000,72808126,489887,12/31/19 0:16
31421600000000,15402452,897365,12/31/19 0:13
31491700000000,28812758,439508,12/31/19 19:42
31473400000000,147941492,713200,12/31/19 14:36
31478000000000,110868589,250740,12/31/19 15:52
31470700000000,147941492,261510,12/31/19 13:51
31499700000000,2445250,320338,12/31/19 21:54
31244200000000,163145687,92968,12/28/19 22:56
31204300000000,61556313,204937,12/28/19 11:51
31205400000000,147941492,251793,12/28/19 12:10
31200200000000,110641390,262827,12/28/19 10:43
31212600000000,51960315,759516,12/28/19 14:10
31261900000000,199088299,910609,12/29/19 3:52
31255700000000,164768074,224267,12/29/19 2:07
31296400000000,54621801,137999,12/29/19 13:27
31295600000000,40392768,295369,12/29/19 13:13
31323300000000,60861743,293603,12/29/19 20:55
31298800000000,83101101,901278,12/29/19 14:06
31252400000000,61556313,622053,12/29/19 1:14
31296700000000,87037251,572511,12/29/19 13:31
31295300000000,61556313,860030,12/29/19 13:08
31332400000000,129916422,846319,12/29/19 23:26
31306000000000,58541919,19062,12/29/19 16:06
31289200000000,801940,75298,12/29/19 11:27
31385000000000,147941492,389169,12/30/19 14:02
31385200000000,213546095,279179,12/30/19 14:07
31414800000000,102111330,608339,12/30/19 22:19
31386700000000,158634002,537479,12/30/19 14:31
31488500000000,18190345,921721,12/31/19 18:48
31485800000000,40263807,831655,12/31/19 18:02
31506400000000,151146251,685753,12/31/19 23:47
31468700000000,172352273,201929,12/31/19 13:18
31247100000000,17628187,305182,12/28/19 23:45
31226600000000,162561413,420066,12/28/19 18:04
31168900000000,161670455,76009,12/28/19 2:01
31226200000000,32333759,10084,12/28/19 17:57
31225100000000,86285837,403460,12/28/19 17:38
31150800000000,129681190,888354,12/27/19 21:00
31158700000000,203663529,464054,12/27/19 23:11
31138600000000,173469557,625549,12/27/19 17:37
31108500000000,40415288,79013,12/27/19 9:15
31124400000000,15049185,17118,12/27/19 13:39
31116400000000,135251650,766017,12/27/19 11:25
31487700000000,34910509,510364,12/31/19 18:35
31505500000000,173548400,281206,12/31/19 23:31
31498100000000,4498082,249157,12/31/19 21:27
31490900000000,171496968,547298,12/31/19 19:28
31457300000000,30926528,348465,12/31/19 10:08
31483500000000,54615708,814158,12/31/19 17:24
31238100000000,13842071,485706,12/28/19 21:14
31164400000000,76210086,219831,12/28/19 0:47
31197600000000,200773571,137372,12/28/19 10:00
31170900000000,61556313,301263,12/28/19 2:34
31183400000000,101667372,963831,12/28/19 6:04
31212800000000,83102588,760716,12/28/19 14:12
31397900000000,154414235,679575,12/30/19 17:38
31345400000000,10287,428300,12/30/19 3:02
31382000000000,9153340,548263,12/30/19 13:13
31392800000000,91799978,592609,12/30/19 16:13
31411400000000,84172634,52204,12/30/19 21:23
31122000000000,125992022,672430,12/27/19 13:00
